0,0,21.879,55.403,-41.866
1,0,57.897,95.702,-93.531
2,0,91.16,246.55,-55.456
3,0,32.902,298.75,-31.262
4,0,44.016,112.06,-30.835
5,0,80.608,129.58,-73.043
6,0,29.409,85.243,-87.566
7,0,42.612,163.73,-43.271
8,0,71.25,112.06,-41.699
9,0,95.585,257.01,-62.554
10,0,81.678,37.922,-10.154
11,0,95.486,77.985,-49.697
12,0,47.383,110.4,-58.333
13,0,34.179,145.27,-78.924
14,0,76.039,37.918,-80.997
15,0,34.557,76.363,-16.604
16,0,60.341,110.4,-47.381
17,0,82.292,154.46,-45.726
18,0,78.062,34.56,-26.315
19,0,97.406,46.552,-96.412
20,0,35.854,37.917,-70.242
21,0,28.099,37.916,-80.763
22,0,55.927,78.645,-15.152
23,0,34.752,34.56,-57.175
24,0,61.665,240.81,-25.301
25,0,43.184,34.56,-36.221
26,0,74.406,126.17,-27.678
27,0,78.48,34.246,-105.01
28,0,95.778,37.921,-23.481
29,0,39.887,66.733,-92.717
30,0,24.377,70.7,-36.365
31,0,28.602,61.913,-15.312
32,0,44.99,110.4,-58.333
33,0,89.807,114.73,-79.65
34,0,28.53,103.94,-71.299
35,0,42.607,98.861,-16.58
36,0,50.424,37.917,-70.475
37,0,54.419,37.919,-40.315
38,0,37.034,248.44,-38.72
39,0,85.983,112.12,-19.101
40,0,17.759,37.916,-64.163
41,0,29.509,37.92,-10.622
42,0,42.418,34.56,-46.507
43,0,87.553,37.92,-36.808
44,0,17.688,44.29,-40.243
45,0,26.219,37.919,-22.779
46,0,24.551,272.49,-45.683
47,0,47.981,110.4,-45.516
48,0,76.008,247.57,-28.887
49,0,61.264,266.93,-72.873
50,0,90.258,261.67,-70.642
51,0,25.307,274.28,-45.468
52,0,60.981,112.06,-36.484
53,0,98.376,34.56,-36.602
54,0,35.62,110.4,-45.283
55,0,46.194,37.92,-16.233
56,0,46.25,34.56,-84.988
57,0,47.93,161.64,-73.386
58,0,68.284,37.921,-12.492
59,0,34.017,246.8,-43.907
60,0,96.724,76.952,-21.095
61,0,94.938,240.15,-80.088
62,0,74.159,37.918,-80.763
63,0,93.11,103.37,-69.239
64,0,69.192,281.57,-67.743
65,0,93.102,103.43,-62.916
66,0,35.481,310.51,-36.047
67,0,23.605,99.194,-27.121
68,0,48.555,95.644,-13.125
69,0,64.427,167.81,-71.468
70,0,97.166,98.239,-37.763
71,0,33.504,37.918,-41.484
72,0,79.965,73.327,-90.723
73,0,113.84,30.711,-40.588
74,0,60.048,34.56,-44.602
75,0,94.433,110.4,-52.507
76,0,68.875,306.95,-53.996
77,0,43.792,318.88,-52.915
78,0,36.451,303.6,-31.443
79,0,117.47,6.6503,-51.451
80,0,23.399,37.919,-18.571
81,0,90.645,110.4,-28.738
82,0,65.797,34.56,-80.797
83,0,56.769,37.92,-25.351
84,0,93.617,77.125,-17.532
85,0,58.414,37.92,-15.298
86,0,56.354,110.4,-30.136
87,0,21.435,28.547,-103.73
88,0,79.329,37.917,-92.219
89,0,40.372,13.451,0.47121
90,0,83.257,108.8,-87.728
91,0,20.406,47.527,-11.817
92,0,34.391,158.14,-73.366
93,0,64.912,173.63,-70.274
94,0,71.105,60.861,-15.89
95,0,48.326,99.625,-85.675
96,0,7.915,381.32,-26.014
97,0,45.867,34.56,-102.51
98,0,60.764,37.916,-93.154
99,0,60.432,34.56,-37.745
100,0,34.211,203.55,-45.209
101,0,16.504,42.413,-91.555
102,0,87.26,94.416,-12.043
103,0,18.926,288.21,-40.101
104,0,25.247,67.074,-16.628
105,0,22.229,287.94,-34.608
106,0,70.509,110.4,-69.752
107,0,91.044,110.4,-76.51
108,0,56.273,137.11,-69.414
109,0,86.625,218.27,-70.002
110,0,86.474,76.948,-17.331
111,0,80.239,156.22,-56.345
112,0,69.082,234.31,-25.997
113,0,52.84,259.7,-26.584
114,0,54.499,203.23,-66.184
115,0,24.277,99.24,-78.295
116,0,106.21,249.49,-36.825
117,0,45.652,169.92,-38.42
118,0,17.319,44.457,-17.955
119,0,86.878,34.56,-20.219
120,0,20.084,96.187,-54.68
121,0,34.194,112.04,-38.222
122,0,100.63,235.84,-55.224
123,0,11.893,30.341,-0.48689
124,0,9.8067,381.22,-28.669
125,0,44.663,229.97,-63.202
126,0,52.963,45.499,-95.055
127,0,105.27,34.56,-45.364
128,0,69.636,125.54,-20.087
129,0,24.747,67.054,-17.074
130,0,61.87,91.132,-92.182
131,0,96.276,258.58,-58.893
132,0,42.165,297.03,-40.05
133,0,71.163,34.56,-26.696
134,0,90.447,112.02,-73.857
135,0,23.153,64.865,-16.438
136,0,21.738,64.638,-31.952
137,0,104.56,-1.5099e-08,6.7801
138,0,95.474,237.9,-76.318
139,0,84.177,132.36,-53.441
140,0,59.869,45.872,-9.8384
141,0,93.868,46.182,-94.516
142,0,22.675,381.76,-25.722
143,0,6.3064,9.5855,-4.6157
144,0,93.898,37.921,-32.132
145,0,99.871,50.878,-50.659
146,0,83.667,110.4,-35.263
147,0,29.897,242.24,-43.368
148,0,26.578,340.18,-28.656
149,0,66.518,315.73,-56.23
150,0,77.932,179.92,-24.782
151,0,28.574,130.35,-66.693
152,0,55.295,39.81,-96.203
153,0,22.975,290.11,-54.332
154,0,84.212,125.74,-22.301
155,0,59.743,110.4,-31.767
156,0,121.82,0.86179,1.7951
157,0,20.684,389.5,-22.215
158,0,68.316,110.4,-74.645
159,0,60.541,110.4,-48.779
160,0,27.381,114.32,-58.761
161,0,99.019,75.504,-45.416
162,0,55.829,37.917,-80.529
163,0,106.24,249.36,-36.911
164,0,37.541,28.113,-1.7929
165,0,59.454,114.93,-83.497
166,0,26.456,108.15,-80.815
167,0,52.606,156.91,-30.346
168,0,40.006,110.4,-55.77
169,0,110.26,34.56,-78.13
170,0,93.648,97.487,-79.935
171,0,87.256,110.4,-83.268
172,0,89.668,37.919,-64.63
173,0,74.864,37.919,-51.771
174,0,40.463,308,-36.673
175,0,61.965,34.56,-1.9314
176,0,30.176,112.05,-29.531
177,0,32.564,37.919,-18.337
178,0,17.61,-1.5099e-08,-30.895
179,0,78.883,110.4,-51.342
180,0,50.772,110.4,-24.543
181,0,70.635,303.06,-57.501
182,0,41.259,37.917,-67.202
183,0,107.57,34.56,-27.077
184,0,107.04,-1.5099e-08,-81.853
185,0,74.629,37.919,-50.368
186,0,67.387,201.51,-21.799
187,0,51.569,110.4,-26.874
188,0,26.32,34.56,-42.697
189,0,86.409,94.5,-94.077
190,0,35.087,112.01,-55.605
191,0,72.42,99.757,-93.483
192,0,96.887,100.05,-74.383
193,0,88.452,110.4,-45.283
194,0,82.84,196.25,-64.813
195,0,36.794,37.917,-56.447
196,0,31.859,37.918,-41.484
197,0,49.177,110.4,-87.229
198,0,60.432,34.56,-4.2173
199,0,25.514,37.917,-65.098
200,0,22.719,53.01,-30.346
201,0,19.639,37.916,-64.396
202,0,89.329,-1.5099e-08,-92.432
203,0,97.188,37.918,-91.05
204,0,61.597,137.59,-67.822
205,0,76.091,110.4,-29.67
206,0,86.516,127.79,-62.152
207,0,97.827,63.029,-67.886
208,0,55.833,201.15,-68.231
209,0,41.076,63.498,-16.011
210,0,26.32,34.56,-72.034
211,0,48.898,155.91,-31.173
212,0,23.106,88.263,-72.856
213,0,22.559,70.533,-61.645
214,0,35.62,110.4,-51.808
215,0,37.414,110.4,-19.883
216,0,93.218,101.15,-78.162
217,0,64.927,110.4,-55.071
218,0,27.408,309.57,-31.815
219,0,47.017,34.56,-78.13
220,0,71.339,37.917,-95.96
221,0,24.194,76.779,-86.979
222,0,53.009,37.918,-55.512
223,0,36.019,110.4,-27.34
224,0,21.019,377.17,-23.867
225,0,52.084,106.93,-19.242
226,0,75.569,37.919,-45.225
227,0,113.91,30.634,-56.561
228,0,23.515,59.441,-52.788
229,0,47.613,286.33,-40.672
230,0,118.42,5.1421,-0.62487
231,0,73.52,279.28,-69.467
232,0,34.924,207.55,-51.365
233,0,54.985,282.89,-40.025
234,0,52.432,52.671,-90.375
235,0,32.541,234.97,-42.348
236,0,23.634,37.919,-24.416
237,0,79.184,125.45,-25.57
238,0,18.641,47.55,-79.242
239,0,37.548,214.1,-58.234
240,0,79.447,180.43,-31.815
241,0,93.62,105.87,-60.141
242,0,24.646,97.275,-55.383
243,0,83.014,175.3,-55.676
244,0,111.9,243.68,-37.266
245,0,100.44,-1.5099e-08,2.496
246,0,30.449,37.916,-80.997
247,0,53.051,70.289,-14.435
248,0,61.737,110.4,-70.917
249,0,61.994,190.34,-71.097
250,0,28.549,239.06,-49.735
251,0,64.672,264.09,-29.408
252,0,40.125,-1.5099e-08,-53.803
253,0,79.082,110.4,-72.548
254,0,50.659,37.916,-84.036
255,0,20.724,333.34,-26.102
256,0,62.364,49.722,-13.935
257,0,19.594,289.65,-50.265
258,0,109.07,254.81,-39.937
259,0,105.1,243.71,-67.69
260,0,96.582,78.509,-17.974
261,0,102.83,37.921,-30.963
262,0,53.479,37.918,-56.915
263,0,46.483,306.47,-52.865
264,0,33.679,181.74,-51.501
265,0,70.399,37.921,-12.258
266,0,95.31,34.56,-57.556
267,0,62.321,112.08,-29.965
268,0,72.809,280.99,-49.953
269,0,75.053,159.39,-30.041
270,0,24.447,98.652,-66.565
271,0,90.327,34.56,-93.369
272,0,23.083,81.442,-73.129
273,0,44.192,322.18,-50.8
274,0,48.18,110.4,-57.867
275,0,56.236,233.13,-25.838
276,0,84.066,110.4,-43.652
277,0,48.394,54.937,-15.364
278,0,92.838,110.4,-50.643
279,0,83.811,218.91,-64.464
280,0,61.916,263.05,-73.799
281,0,46.501,292.23,-61.353
282,0,26.559,268.01,-47.761
283,0,104.71,37.922,-19.039
284,0,58.844,303.05,-67.046
285,0,81.409,249.62,-79.908
286,0,113.02,30.103,-0.83769
287,0,32.829,110.4,-74.645
288,0,115.37,13.722,-55.277
289,0,24.349,59.67,-81.716
290,0,55.158,110.4,-36.195
291,0,93.777,34.56,-99.084
292,0,86.886,211.57,-48.116
293,0,68.519,37.921,-13.194
294,0,98.153,83.193,-75.235
295,0,70.965,107.47,-19.064
296,0,100.29,34.56,-104.04
297,0,119.9,-1.5099e-08,-79.176
298,0,55.829,37.92,-24.182
299,0,95.888,99.953,-15.977
300,0,20.256,48.142,-64.754
301,0,91.218,4.9454,4.1905
302,0,67.133,230.7,-26.317
303,0,83.11,225,-55.774
304,0,99.52,50.728,-82.172
305,0,35.022,110.4,-30.136
306,0,29.938,106.64,-82.541
307,0,67.55,196.13,-69.591
308,0,112.94,34.56,-14.123
